query,reasoned_parsed_output
Can you suggest a multi-cap mutual fund focused on paper products with a credit rating of AA and an alpha of more than 5% over the last 3 years?,"{""reasoning"": ""This query seeks a multi-cap mutual fund focused on paper products with specific criteria: a credit rating of AA and an alpha of more than 5% over the last 3 years. The investor may be interested in sector-specific growth and performance metrics like alpha, indicating a focus on returns exceeding the benchmark."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/fundamental/credit_rating"", ""qualifier"": null, ""time"": null, ""quantifier"": ""AA""}, {""node"": ""attribute/technical/returns/alpha"", ""qualifier"": null, ""time"": ""last 3 years"", ""quantifier"": "">5%""}], ""exposures"": [{""node"": ""exposure/sector/materials/materials/paper_and_forest_products/paper_products"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [], ""sebi"": [{""node"": ""sebi_classification/equity_schemes/multi_cap_fund""}], ""vehicles"": [{""node"": ""vehicle/funds/mutual_fund""}], ""objectives"": []}}"
Can you tell me if the HDFC Nifty G-sec Dec 2026 Index Fund has had cumulative returns above 8% over the past 5 years in the real estate sector?,"{""reasoning"": ""This query is looking for cumulative returns of a specific mutual fund (HDFC Nifty G-sec Dec 2026 Index Fund) with a qualifying return rate (above 8%), over a specific time period (5 years), and a specific asset type (real estate sector)."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/returns/cumulative_returns"", ""qualifier"": ""high"", ""time"": ""5 years"", ""quantifier"": "">8%""}], ""exposures"": [{""node"": ""exposure/sector/real_estate"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""HDFC Nifty G-sec Dec 2026 Index Fund""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [], ""objectives"": []}}"
Do large cap mutual funds with high exposure to Nifty 50 have significant exit loads?,"{""reasoning"": ""This query is looking for large cap mutual funds with high exposure to Nifty 50 and their exit loads. The key elements are the asset type (large cap mutual funds), the index (Nifty 50), and the attribute (exit loads). The user may be interested in understanding potential costs associated with these funds."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/cost/exit_load"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/index/nifty_50"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/equity""}], ""sebi"": [{""node"": ""sebi_classification/equity_schemes/large_cap_fund""}], ""vehicles"": [{""node"": ""vehicle/funds/mutual_fund""}], ""objectives"": []}}"
What's the alpha on the DSP Healthcare Fund? I heard it's got a strong focus on healthcare equipment.,"{""reasoning"": ""This query is looking for the alpha of a specific mutual fund (DSP Healthcare Fund) with a noted focus on healthcare equipment. The key elements are the attribute (alpha), the specific fund (DSP Healthcare Fund), and the sector focus (healthcare equipment), indicating interest in performance relative to risk and sector specialization."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/returns/alpha"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/sector/health_care/health_care_equipment_and_services/health_care_equipment_and_supplies"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""DSP Healthcare Fund""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [], ""objectives"": []}}"
Looking for an aggressive hybrid portfolio with a high credit rating of AAA and a low beta under 1. Any suggestions?,"{""reasoning"": ""This query is looking for an aggressive hybrid portfolio with specific criteria. The key elements are the asset type (hybrid portfolio), the risk level (aggressive), the credit rating (high, AAA), and the risk measure (low beta under 1). The investor seeks high returns with controlled risk."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/beta"", ""qualifier"": ""low"", ""time"": null, ""quantifier"": ""<1""}], ""exposures"": [], ""tickers"": [], ""asset_types"": [], ""sebi"": [{""node"": ""sebi_classification/hybrid_schemes/aggressive_hybrid_fund""}], ""vehicles"": [{""node"": ""vehicle/portfolio""}], ""objectives"": []}}"
Any energy sector mutual funds with a low VWAP?,"{""reasoning"":""The query seeks energy sector mutual funds with low VWAP, focusing on price-volume analysis within this sector."",""parsed_output"":{""attributes"":[{""node"":""attribute/technical/price/vwap"",""qualifier"":""low"",""time"":null,""quantifier"":null}],""exposures"":[{""node"":""exposure/sector/energy"",""qualifier"":""high"",""quantifier"":null}],""tickers"":[],""asset_types"":[],""sebi"":[{""node"":""sebi/equity_schemes/sectoral_/_thematic_fund""}],""vehicles"":[{""node"":""vehicle/mutual_fund""}]}}"
"I'm interested in the credit rating for Brigade Enterprises within corporate bonds, particularly for a retirement-focused strategy. Can you help?","{""reasoning"": ""The user is looking for the credit rating of Brigade Enterprises within corporate bonds, specifically for a retirement-focused strategy. They may be interested in understanding the creditworthiness and risk associated with Brigade Enterprises to ensure stable returns and minimize risk in their retirement portfolio."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/fundamental/credit_rating"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [], ""tickers"": [{""name"": ""Brigade Enterprises""}], ""asset_types"": [{""node"": ""asset_type/bonds/corporate""}], ""sebi"": [], ""vehicles"": [], ""objectives"": [{""node"": ""objective/retirement""}]}}"
"What are some focused funds in a portfolio with low volatility, under 10%, and high exposure to Nifty 50, including ICICI Bank and Larsen & Toubro, suitable for retirement?","{""reasoning"": ""The query seeks focused funds with low volatility under 10%, high exposure to the Nifty 50, including ICICI Bank and Larsen & Toubro, suitable for retirement. The user is interested in stable, low-risk investments with significant exposure to major indices and specific companies for retirement planning."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/risk/volatility"", ""qualifier"": null, ""time"": null, ""quantifier"": ""<10%""}], ""exposures"": [{""node"": ""exposure/index/nifty_50"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""ICICI Bank""}, {""name"": ""Larsen & Toubro""}], ""asset_types"": [], ""sebi"": [{""node"": ""sebi_classification/equity_schemes/focused_fund""}], ""vehicles"": [{""node"": ""vehicle/portfolio""}], ""objectives"": [{""node"": ""objective/retirement""}]}}"
"Considering investing in HDFC Bank, how's its risk level been in the last 3 months within those large cap mutual funds aiming for growth?","{""reasoning"": ""This query is looking for the risk level of HDFC Bank within large cap mutual funds aiming for growth over the last 3 months. The key elements are the specific ticker (HDFC Bank), the attribute (risk level), the qualifying time period (3 months), and the specific asset type (large cap mutual funds aiming for growth)."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/risk"", ""qualifier"": null, ""time"": ""last 3 months"", ""quantifier"": null}], ""exposures"": [], ""tickers"": [{""name"": ""HDFC Bank""}], ""asset_types"": [{""node"": ""asset_type/equity""}], ""sebi"": [{""node"": ""sebi_classification/equity_schemes/large_cap_fund""}], ""vehicles"": [{""node"": ""vehicle/funds/mutual_fund""}], ""objectives"": [{""node"": ""objective/growth""}]}}"
Are there any stocks like Bosch or Motherson Sumi Wirin in the automobile components sector with a market cap over 5000cr?,"{""reasoning"": ""This query is looking for stocks similar to Bosch or Motherson Sumi Wirin in the automobile components sector, with a market cap over 5000 crore. The user is interested in large-cap companies within a specific industry, likely for stability and potential growth in the sector."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/market_cap"", ""qualifier"": null, ""time"": null, ""quantifier"": "">5000cr""}], ""exposures"": [{""node"": ""exposure/sector/consumer_discretionary/automobiles_and_components/automobile_components"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""Bosch""}, {""name"": ""Motherson Sumi Wirin""}], ""asset_types"": [], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/stock""}], ""objectives"": []}}"
What's the risk-adjusted return for Reliance Industries within the high exposure Nifty 500 index? I'm considering ETFs for diversification in my equity portfolio.,"{""reasoning"": ""This query seeks the risk-adjusted return of Reliance Industries within the Nifty 500 index, focusing on high exposure. The investor is considering ETFs for diversification in an equity portfolio, indicating an interest in balancing risk and return with diversified exposure to a broad market index."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/returns/risk_adjusted_returns"", ""qualifier"": null, ""time"": null, ""quantifier"": null}], ""exposures"": [{""node"": ""exposure/index/nifty_500"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [{""name"": ""Reliance Industries""}], ""asset_types"": [{""node"": ""asset_type/equity""}], ""sebi"": [], ""vehicles"": [{""node"": ""vehicle/funds/etf""}], ""objectives"": []}}"
"Can you suggest mutual funds with an expense ratio under 0.5% that have high liquidity? I'm looking for a good fit for an emergency fund, preferably in liquid funds.","{""reasoning"": ""This query seeks mutual funds with a low expense ratio under 0.5% and high liquidity, suitable for an emergency fund. The key elements are the attributes (expense ratio, liquidity), the qualifying criteria (under 0.5%, high), and the asset type (mutual funds, preferably liquid funds). High liquidity is essential for quick access in emergencies."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/cost/expense_ratio"", ""qualifier"": null, ""time"": null, ""quantifier"": ""<0.5%""}, {""node"": ""attribute/technical/liquidity"", ""qualifier"": ""high"", ""time"": null, ""quantifier"": null}], ""exposures"": [], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/money_market""}], ""sebi"": [{""node"": ""sebi_classification/debt_schemes/liquid_fund""}], ""vehicles"": [{""node"": ""vehicle/funds/mutual_fund""}], ""objectives"": [{""node"": ""objective/emergency_fund""}]}}"
Find me small cap mutual funds in IT sector with low AUM last year under 2000cr and expense ratio below 1% for tax harvesting.,"{""reasoning"": ""This query is looking for small cap mutual funds in the IT sector with low AUM under 2000cr and an expense ratio below 1% for tax harvesting. The key elements are the asset type (small cap mutual funds), sector (IT), attributes (low AUM, expense ratio), qualifying time period (last year), and purpose (tax harvesting)."", ""parsed_output"": {""attributes"": [{""node"": ""attribute/technical/aum"", ""qualifier"": ""low"", ""time"": ""last year"", ""quantifier"": ""<2000cr""}, {""node"": ""attribute/cost/expense_ratio"", ""qualifier"": ""low"", ""time"": null, ""quantifier"": ""<1%""}], ""exposures"": [{""node"": ""exposure/sector/information_technology"", ""qualifier"": ""high"", ""quantifier"": null}], ""tickers"": [], ""asset_types"": [{""node"": ""asset_type/equity""}], ""sebi"": [{""node"": ""sebi_classification/equity_schemes/small_cap_fund""}], ""vehicles"": [{""node"": ""vehicle/funds/mutual_fund""}], ""objectives"": [{""node"": ""objective/tax_harvesting""}]}}"
